cliente_edad,cliente_genero,cliente_estado_civil,numero_hijos_o_dependientes,nivel_educativo,ocupacion_profesion,ingresos_estimados_rango,monto_reserva,metodo_pago,fecha_reserva,tiempo_reserva,lote_ubicacion,fecha_limite,lote_precio,lote_id,manzana,asesor,numero_visitas_proyecto_antes,numero_visitas_proyecto_despues,canal_contacto,tiempo_promedio_decision_antes_compra_dias,nivel_respuesta,promesa_regalo,cerca_avenidas,cerca_colegios,cerca_parques,estado_final,compra_final
63,F,casado,3,universitario,Ingeniero,3000-5000,400,efectivo,2025-08-07,59,"Acceso de Espiridión Iñiguez, Ciudad",2025-10-05,104404,Villa Los OlivosF2,F,Luis Pérez,1,2,Evento,11,rapido,sí,0,0,1,transferido,1
35,M,soltero,1,secundaria,Ingeniero,3000-5000,500,transferencia,2025-05-30,59,"Acceso de Miguela Rosell, Albacete",2025-07-28,63673,Jardines del ValleD18,D,Ana Torres,0,1,Página Web,38,tardio,sí,1,0,1,reservado,0
58,F,casado,3,universitario,Profesor,3000-5000,400,transferencia,2025-10-01,41,"Acceso Clímaco Bastida, Soria",2025-11-11,116816,Residencial SolB31,B,Juan Rojas,0,1,WhatsApp,11,rapido,sí,1,0,0,transferido,1
51,M,conviviente,3,tecnico,Contador,1500-3000,100,tarjeta,2025-06-29,31,"Paseo Julio Montoya, León",2025-07-30,65609,Residencial SolG7,G,Luis Pérez,2,0,WhatsApp,23,sin_respuesta,no,0,1,0,reservado,1
35,M,soltero,4,secundaria,Ingeniero,3000-5000,400,efectivo,2025-05-07,41,"Via Toni Girón, Girona",2025-06-17,66638,Jardines del ValleG21,G,Ana Torres,1,2,Referido,23,tardio,sí,1,0,0,reservado,0
37,M,conviviente,4,universitario,Doctor,<1500,200,tarjeta,2025-09-04,56,"Rambla Alberto Haro, Pontevedra",2025-10-30,183160,Jardines del ValleC43,C,Pedro Sánchez,0,0,Página Web,12,tardio,no,0,1,1,transferido,0
39,M,soltero,4,universitario,Arquitecto,3000-5000,400,tarjeta,2025-06-26,42,"Rambla de Jordana Iglesias, Baleares",2025-08-07,162846,Villa Los OlivosC4,C,María Gómez,1,2,WhatsApp,25,tardio,sí,1,0,0,transferido,0
61,F,soltero,0,universitario,Arquitecto,1500-3000,400,efectivo,2025-06-10,8,"C. Cruz Medina, Ciudad",2025-06-18,144191,Jardines del ValleJ46,J,María Gómez,0,0,Facebook,23,rapido,no,1,0,1,transferido,0
38,F,soltero,4,tecnico,Ingeniero,<1500,200,efectivo,2025-04-16,56,"Ronda de Asdrubal Navarrete, Guipúzcoa",2025-06-11,121849,Jardines del ValleB5,B,Juan Rojas,0,1,Facebook,31,rapido,sí,1,0,1,transferido,0
41,F,conviviente,4,tecnico,Arquitecto,<1500,100,transferencia,2025-01-03,13,"Vial Leonel Montenegro, Toledo",2025-01-16,180957,Villa Los OlivosI50,I,Ana Torres,0,2,Evento,6,tardio,no,0,0,1,transferido,0
61,F,conviviente,2,tecnico,Abogado,>5000,300,yape,2025-10-02,59,"Cuesta de Lorenza Arévalo, Palencia",2025-11-30,57821,Jardines del ValleI16,I,María Gómez,2,0,Evento,0,rapido,no,0,0,1,transferido,0
51,M,conviviente,4,universitario,Contador,<1500,300,efectivo,2025-02-16,34,"Avenida de Sonia Ros, Ciudad",2025-03-22,154431,Jardines del ValleJ44,J,María Gómez,1,0,Página Web,37,sin_respuesta,sí,0,0,0,transferido,1
61,M,casado,3,secundaria,Profesor,1500-3000,500,transferencia,2025-03-25,12,"Pasaje Dani Sáenz, Ourense",2025-04-06,121874,Villa Los OlivosJ41,J,Pedro Sánchez,0,0,Instagram,11,rapido,no,0,0,1,transferido,1
64,F,soltero,0,tecnico,Profesor,1500-3000,100,transferencia,2025-09-04,18,"Camino de Hugo Arnaiz, Guipúzcoa",2025-09-22,163004,Jardines del ValleJ43,J,Juan Rojas,0,0,WhatsApp,45,rapido,no,1,1,0,transferido,0
49,M,conviviente,1,tecnico,Comerciante,1500-3000,400,yape,2025-11-23,13,"Rambla de Valerio Bartolomé, Sevilla",2025-12-06,61769,Jardines del ValleI19,I,Luis Pérez,1,0,Página Web,11,tardio,no,0,0,0,transferido,0
32,F,soltero,4,secundaria,Abogado,>5000,500,yape,2025-06-22,27,"Avenida Alicia Segovia, Lugo",2025-07-19,185987,Residencial SolH9,H,Juan Rojas,3,1,WhatsApp,2,rapido,sí,1,0,0,reservado,0
49,M,casado,0,secundaria,Ingeniero,3000-5000,500,yape,2025-10-07,56,"Callejón Águeda Viña, Ourense",2025-12-02,85941,Jardines del ValleG9,G,Juan Rojas,3,1,Referido,41,rapido,no,0,0,0,transferido,0
63,M,soltero,0,secundaria,Abogado,>5000,200,transferencia,2025-04-27,37,"Pasadizo Aureliano Salgado, Granada",2025-06-03,158282,Residencial SolA50,A,Pedro Sánchez,1,2,Referido,0,rapido,sí,1,1,0,reservado,0
56,F,casado,2,tecnico,Arquitecto,<1500,400,tarjeta,2025-03-19,11,"Cuesta Dulce Río, La Rioja",2025-03-30,91454,Jardines del ValleG24,G,Ana Torres,0,2,Página Web,24,sin_respuesta,no,0,0,1,transferido,0
45,M,soltero,4,universitario,Abogado,3000-5000,100,tarjeta,2025-04-29,28,"Calle Cleto García, Murcia",2025-05-27,89681,Residencial SolC14,C,María Gómez,0,1,Instagram,48,tardio,no,1,0,1,reservado,0
63,F,casado,1,tecnico,Ingeniero,1500-3000,300,transferencia,2025-11-25,10,"Paseo Matías Aguilar, Córdoba",2025-12-05,144887,Jardines del ValleA34,A,Ana Torres,1,2,Instagram,20,rapido,no,1,0,0,transferido,0
46,M,casado,2,universitario,Arquitecto,1500-3000,300,tarjeta,2025-03-01,24,"Cañada de Eusebia Salgado, Murcia",2025-03-25,185013,Jardines del ValleA41,A,Ana Torres,1,4,Instagram,40,tardio,no,1,0,1,reservado,0
43,M,soltero,4,universitario,Doctor,1500-3000,500,tarjeta,2025-11-01,45,"Calle Sigfrido Murillo, Salamanca",2025-12-16,51737,Residencial SolA22,A,Ana Torres,2,1,Instagram,7,rapido,sí,1,0,1,transferido,0
31,F,soltero,3,tecnico,Contador,1500-3000,300,tarjeta,2025-07-21,58,"Pasadizo de Omar Cuadrado, Ciudad",2025-09-17,58118,Jardines del ValleJ18,J,María Gómez,1,1,Facebook,30,rapido,no,1,0,1,transferido,0
55,M,conviviente,2,secundaria,Contador,1500-3000,200,yape,2025-10-26,13,"Avenida de Evaristo Iglesia, Córdoba",2025-11-08,88951,Villa Los OlivosD17,D,Ana Torres,0,0,Página Web,9,tardio,sí,0,1,0,transferido,0
38,F,casado,4,secundaria,Comerciante,1500-3000,200,efectivo,2025-05-12,39,"Cañada Ulises Llopis, León",2025-06-20,71183,Residencial SolI10,I,Pedro Sánchez,2,2,WhatsApp,41,rapido,sí,0,1,0,transferido,0
34,F,conviviente,0,tecnico,Doctor,1500-3000,500,yape,2025-01-18,56,"Cañada de Ester Barrio, Málaga",2025-03-15,186136,Villa Los OlivosA3,A,Juan Rojas,0,1,Página Web,37,rapido,no,0,0,0,reservado,0
53,F,conviviente,2,secundaria,Arquitecto,3000-5000,500,yape,2025-06-05,20,"Vial de Prudencio Nevado, Córdoba",2025-06-25,159317,Jardines del ValleF24,F,Luis Pérez,2,3,Página Web,28,rapido,no,0,0,0,reservado,0
56,M,conviviente,3,tecnico,Abogado,<1500,200,tarjeta,2025-01-14,47,"Acceso Tito Paredes, La Coruña",2025-03-02,83622,Villa Los OlivosI35,I,Luis Pérez,1,1,Página Web,9,sin_respuesta,no,0,0,1,reservado,1
58,M,casado,3,tecnico,Comerciante,<1500,100,yape,2025-09-16,23,"Via Juan Pablo Guardia, Ciudad",2025-10-09,115412,Jardines del ValleF8,F,Ana Torres,1,2,Página Web,28,rapido,no,0,0,0,transferido,1
57,F,casado,1,universitario,Doctor,1500-3000,500,tarjeta,2025-06-09,37,"Pasaje Eutropio Soria, Valencia",2025-07-16,153995,Residencial SolD36,D,Juan Rojas,0,1,Página Web,45,rapido,no,0,0,0,reservado,0
59,F,soltero,4,tecnico,Abogado,1500-3000,100,tarjeta,2025-11-13,12,"Pasaje de Lina Fuster, Cuenca",2025-11-25,167111,Residencial SolG46,G,Pedro Sánchez,0,0,WhatsApp,15,tardio,sí,0,1,1,transferido,1
38,F,casado,4,secundaria,Comerciante,1500-3000,200,efectivo,2025-12-24,30,"Paseo de Fito Camino, Jaén",2026-01-23,76928,Jardines del ValleH21,H,Luis Pérez,1,1,Evento,44,rapido,sí,0,0,1,transferido,0
43,M,soltero,3,tecnico,Abogado,3000-5000,100,yape,2025-12-21,47,"Rambla Bruno Sevillano, Córdoba",2026-02-06,50994,Residencial SolC7,C,Luis Pérez,0,3,Página Web,34,rapido,sí,1,1,0,transferido,0
47,M,soltero,1,universitario,Comerciante,<1500,300,transferencia,2025-09-08,29,"Ronda Sancho Lasa, Burgos",2025-10-07,130187,Jardines del ValleG6,G,Juan Rojas,2,4,Evento,2,rapido,no,0,1,1,transferido,0
63,F,casado,1,universitario,Ingeniero,>5000,200,efectivo,2025-06-06,21,"Calle de Abraham Ribes, Huelva",2025-06-27,109449,Residencial SolE14,E,María Gómez,0,1,Facebook,2,sin_respuesta,sí,0,0,1,reservado,0
64,F,conviviente,1,postgrado,Ingeniero,1500-3000,200,yape,2025-11-11,57,"Calle Donato Roman, Pontevedra",2026-01-07,104007,Residencial SolJ29,J,Ana Torres,0,0,Facebook,1,rapido,no,0,1,1,transferido,0
48,F,casado,0,tecnico,Arquitecto,>5000,500,yape,2025-08-26,53,"Pasaje Pánfilo Heredia, Las Palmas",2025-10-18,68040,Jardines del ValleE20,E,Juan Rojas,1,2,WhatsApp,11,tardio,sí,0,1,0,transferido,0
32,F,divorciado,0,postgrado,Comerciante,<1500,100,tarjeta,2025-01-24,20,"C. Lourdes Múgica, Las Palmas",2025-02-13,116880,Residencial SolI26,I,Juan Rojas,0,1,Instagram,34,tardio,no,0,0,1,reservado,0
43,M,soltero,1,secundaria,Doctor,<1500,200,yape,2025-10-10,18,"Via de Elías Ribera, Zamora",2025-10-28,93877,Residencial SolD33,D,Luis Pérez,0,2,Facebook,38,tardio,sí,1,0,0,transferido,0
53,M,soltero,4,secundaria,Abogado,1500-3000,500,efectivo,2025-11-15,53,"Calle Leyre Menendez, Castellón",2026-01-07,131840,Villa Los OlivosF17,F,Ana Torres,2,1,Instagram,11,rapido,sí,1,1,1,transferido,1
55,F,conviviente,1,universitario,Abogado,>5000,300,yape,2025-09-12,32,"Rambla de Victorino Anguita, Cuenca",2025-10-14,107981,Residencial SolI30,I,Ana Torres,1,2,Referido,29,rapido,no,0,1,0,transferido,0
53,F,conviviente,1,secundaria,Contador,3000-5000,100,efectivo,2025-09-13,14,"Camino Ximena Mosquera, Jaén",2025-09-27,90541,Residencial SolF26,F,Pedro Sánchez,1,1,Instagram,5,tardio,sí,0,0,0,transferido,0
57,F,soltero,3,universitario,Arquitecto,1500-3000,100,tarjeta,2025-01-07,57,"Ronda Victorino Clavero, Salamanca",2025-03-05,195646,Villa Los OlivosI9,I,Juan Rojas,0,1,Instagram,12,rapido,no,1,1,1,transferido,1
63,M,conviviente,0,postgrado,Doctor,1500-3000,300,tarjeta,2025-08-02,48,"Cañada de Estela Nieto, Segovia",2025-09-19,144411,Residencial SolC28,C,María Gómez,0,2,Facebook,22,rapido,no,0,0,1,transferido,0
50,F,conviviente,3,universitario,Ingeniero,<1500,100,yape,2025-11-22,13,"Callejón Baudelio Villaverde, Valladolid",2025-12-05,110715,Villa Los OlivosC43,C,María Gómez,2,1,Evento,26,rapido,sí,0,0,0,transferido,1
46,F,casado,1,universitario,Comerciante,<1500,300,tarjeta,2025-09-22,49,"Urbanización de Paula Cazorla, La Rioja",2025-11-10,186538,Jardines del ValleE42,E,Ana Torres,1,0,Facebook,27,rapido,no,0,1,1,transferido,0
36,M,soltero,3,universitario,Ingeniero,<1500,200,transferencia,2025-05-01,42,"Camino Pacífica Pons, León",2025-06-12,172600,Residencial SolF7,F,Luis Pérez,1,1,Referido,24,rapido,sí,1,1,0,reservado,0
49,F,casado,1,secundaria,Contador,3000-5000,500,tarjeta,2025-09-06,53,"C. de Cristian Villar, Zamora",2025-10-29,157680,Residencial SolA20,A,Ana Torres,1,2,Facebook,15,tardio,no,1,0,0,transferido,0
61,F,conviviente,0,universitario,Doctor,3000-5000,500,transferencia,2025-12-04,43,"Glorieta de Eutimio Ribes, Almería",2026-01-16,180977,Villa Los OlivosF24,F,Luis Pérez,0,1,Evento,27,tardio,sí,0,0,1,transferido,0
50,F,casado,2,universitario,Comerciante,<1500,400,tarjeta,2025-11-04,36,"Plaza Eva Ortuño, Ávila",2025-12-10,154791,Jardines del ValleD49,D,Juan Rojas,0,1,Instagram,40,rapido,no,0,1,0,transferido,0
61,M,conviviente,4,tecnico,Abogado,1500-3000,400,transferencia,2025-09-05,20,"Ronda Teresita Vizcaíno, Segovia",2025-09-25,68848,Villa Los OlivosH31,H,Juan Rojas,0,1,Evento,17,sin_respuesta,no,0,0,1,transferido,1
62,F,soltero,2,secundaria,Doctor,1500-3000,500,efectivo,2025-04-03,48,"Avenida de Alcides Pozo, Navarra",2025-05-21,193583,Jardines del ValleH17,H,Ana Torres,0,0,Evento,2,rapido,no,1,0,1,transferido,0
37,M,soltero,2,secundaria,Contador,1500-3000,200,tarjeta,2025-09-29,30,"Cuesta de Nazario Pol, Castellón",2025-10-29,80141,Jardines del ValleG32,G,Juan Rojas,1,3,Referido,29,rapido,sí,0,0,0,transferido,0
64,M,soltero,2,secundaria,Abogado,1500-3000,100,tarjeta,2025-11-12,25,"Cañada de Toribio Escamilla, Málaga",2025-12-07,130692,Jardines del ValleB5,B,Ana Torres,1,0,Evento,19,tardio,sí,1,1,0,transferido,0
64,M,soltero,3,tecnico,Arquitecto,1500-3000,300,yape,2025-03-22,12,"Camino de Aristides Posada, Valladolid",2025-04-03,53346,Villa Los OlivosD27,D,Pedro Sánchez,3,0,Página Web,22,rapido,sí,1,1,1,transferido,1
41,F,casado,0,tecnico,Contador,3000-5000,100,yape,2025-06-15,12,"Camino de Trini Robles, Vizcaya",2025-06-27,199602,Villa Los OlivosI26,I,María Gómez,0,0,Facebook,19,tardio,no,0,1,0,transferido,0
54,F,divorciado,3,universitario,Profesor,1500-3000,100,yape,2025-03-07,18,"Vial Rómulo Osuna, Ávila",2025-03-25,168512,Residencial SolD34,D,Juan Rojas,0,0,Instagram,44,tardio,sí,0,0,1,reservado,1
37,F,conviviente,0,tecnico,Doctor,1500-3000,100,tarjeta,2025-03-29,10,"Glorieta de María Pinilla, Málaga",2025-04-08,95469,Villa Los OlivosG8,G,Luis Pérez,2,3,Página Web,24,tardio,no,0,1,0,transferido,0
35,F,conviviente,4,tecnico,Abogado,1500-3000,500,yape,2025-06-19,30,"Paseo de María Pilar Grande, Castellón",2025-07-19,145429,Villa Los OlivosG37,G,Ana Torres,1,0,Referido,18,rapido,no,0,1,0,reservado,0
25,M,casado,0,secundaria,Ingeniero,3000-5000,400,yape,2025-03-13,60,"Vial Nico Ángel, Las Palmas",2025-05-12,75133,Villa Los OlivosD11,D,María Gómez,0,1,Página Web,0,rapido,no,0,0,1,reservado,0
25,F,soltero,0,tecnico,Comerciante,>5000,200,yape,2025-10-20,51,"Pasaje Julián Plana, Castellón",2025-12-10,194657,Villa Los OlivosH14,H,Pedro Sánchez,0,0,Referido,23,rapido,no,1,0,0,transferido,0
63,F,soltero,4,tecnico,Doctor,3000-5000,500,transferencia,2025-03-03,60,"Avenida de Adelaida Murillo, Alicante",2025-05-02,175527,Jardines del ValleA49,A,Juan Rojas,2,0,Evento,44,rapido,no,1,0,0,reservado,1
56,M,soltero,0,tecnico,Doctor,<1500,300,transferencia,2025-06-27,32,"Rambla Telmo Taboada, Sevilla",2025-07-29,178451,Jardines del ValleD27,D,Luis Pérez,1,1,Instagram,38,sin_respuesta,no,1,1,1,transferido,0
41,F,soltero,3,postgrado,Comerciante,3000-5000,300,yape,2025-06-16,46,"Glorieta Samuel Lladó, Granada",2025-08-01,150928,Villa Los OlivosG49,G,Juan Rojas,0,0,WhatsApp,8,tardio,no,1,1,1,reservado,0
47,M,conviviente,4,universitario,Abogado,>5000,100,transferencia,2025-02-21,48,"Pasaje de Noemí Baeza, Baleares",2025-04-10,133811,Villa Los OlivosE29,E,María Gómez,0,2,Referido,2,rapido,sí,0,1,1,reservado,1
40,F,soltero,2,secundaria,Profesor,<1500,100,transferencia,2025-11-13,53,"Urbanización de Claudia Sandoval, Santa Cruz de Tenerife",2026-01-05,196579,Villa Los OlivosC17,C,Ana Torres,2,0,Evento,11,rapido,no,1,1,0,transferido,0
39,F,casado,1,secundaria,Abogado,<1500,400,transferencia,2025-09-09,24,"Vial Selena Araujo, Salamanca",2025-10-03,141592,Villa Los OlivosI40,I,Juan Rojas,1,4,Instagram,22,rapido,sí,0,0,0,transferido,0
59,M,soltero,2,tecnico,Doctor,<1500,300,tarjeta,2025-11-04,44,"Vial Samu Castro, Salamanca",2025-12-18,155621,Residencial SolI1,I,María Gómez,1,1,Evento,23,rapido,sí,1,0,1,transferido,0
63,F,soltero,0,universitario,Abogado,3000-5000,200,yape,2025-05-13,58,"Pasaje Bernardino Doménech, Girona",2025-07-10,122534,Jardines del ValleJ8,J,Ana Torres,0,0,Evento,3,rapido,sí,1,1,1,reservado,0
42,M,casado,4,tecnico,Abogado,3000-5000,200,efectivo,2025-01-10,18,"Vial de Bibiana Marquez, Granada",2025-01-28,107258,Residencial SolD30,D,Juan Rojas,2,2,WhatsApp,44,tardio,no,1,1,1,reservado,0
51,F,soltero,3,tecnico,Comerciante,3000-5000,100,tarjeta,2025-02-12,20,"Pasaje Ligia Galiano, Salamanca",2025-03-04,163215,Jardines del ValleF7,F,Juan Rojas,0,1,Evento,43,tardio,sí,1,0,1,reservado,1
42,F,soltero,0,universitario,Arquitecto,1500-3000,300,yape,2025-07-25,20,"Glorieta de Bonifacio Cuervo, Badajoz",2025-08-14,114917,Residencial SolG30,G,Ana Torres,2,3,WhatsApp,17,sin_respuesta,sí,0,0,0,transferido,0
41,M,casado,1,universitario,Abogado,1500-3000,500,yape,2025-12-03,59,"C. Pepita Pagès, Toledo",2026-01-31,124364,Residencial SolD37,D,Ana Torres,1,3,Instagram,9,tardio,sí,1,0,0,transferido,0
52,M,soltero,2,universitario,Profesor,1500-3000,200,yape,2025-10-10,14,"Pasadizo Carolina Anaya, Murcia",2025-10-24,135956,Jardines del ValleB2,B,Ana Torres,1,0,Evento,27,tardio,no,1,0,0,transferido,0
55,F,soltero,2,tecnico,Doctor,<1500,500,yape,2025-11-14,34,"Vial Félix Gargallo, Madrid",2025-12-18,55695,Residencial SolI17,I,Luis Pérez,0,1,Instagram,42,rapido,sí,1,0,1,transferido,0
48,F,conviviente,0,tecnico,Contador,3000-5000,300,yape,2025-10-15,28,"Acceso Asdrubal Estevez, Asturias",2025-11-12,105148,Residencial SolE14,E,Pedro Sánchez,0,1,Evento,30,tardio,sí,0,1,1,transferido,0
54,M,soltero,4,universitario,Contador,>5000,100,tarjeta,2025-10-10,34,"Ronda Aurelia Vicente, Alicante",2025-11-13,137587,Residencial SolC27,C,Juan Rojas,0,2,Evento,5,tardio,no,1,0,1,transferido,1
35,M,casado,1,postgrado,Doctor,3000-5000,500,efectivo,2025-01-06,43,"Acceso de Margarita Galindo, Zaragoza",2025-02-18,107257,Jardines del ValleH6,H,Ana Torres,2,2,Referido,4,rapido,sí,0,1,1,transferido,0
48,F,soltero,4,universitario,Contador,1500-3000,400,transferencia,2025-11-04,38,"Cuesta de Celia Cano, Las Palmas",2025-12-12,115132,Jardines del ValleD32,D,Luis Pérez,0,1,WhatsApp,29,rapido,no,1,0,1,transferido,1
56,M,conviviente,2,secundaria,Arquitecto,1500-3000,300,efectivo,2025-12-12,14,"Cañada de Eloísa Medina, Girona",2025-12-26,145254,Villa Los OlivosH1,H,Juan Rojas,0,2,WhatsApp,37,rapido,sí,0,0,1,transferido,0
54,M,casado,4,tecnico,Arquitecto,1500-3000,400,efectivo,2025-05-23,40,"Vial Amaro Calderón, Teruel",2025-07-02,165701,Residencial SolE3,E,María Gómez,3,1,WhatsApp,25,tardio,no,0,0,1,reservado,1
58,F,casado,1,tecnico,Profesor,>5000,200,transferencia,2025-09-28,51,"Camino de Arsenio Llorens, Sevilla",2025-11-18,124645,Villa Los OlivosD1,D,María Gómez,1,0,Referido,13,rapido,sí,0,1,0,transferido,0
36,M,casado,1,universitario,Comerciante,>5000,200,yape,2025-07-11,42,"Acceso de Goyo Santiago, Lleida",2025-08-22,168406,Residencial SolE40,E,Ana Torres,0,0,Instagram,30,rapido,sí,0,1,1,reservado,0
52,F,conviviente,4,secundaria,Contador,3000-5000,200,efectivo,2025-01-04,60,"Callejón de Nicolás Fuertes, Burgos",2025-03-05,181747,Villa Los OlivosG17,G,Pedro Sánchez,3,2,Página Web,25,rapido,no,0,0,1,reservado,1
62,M,conviviente,3,tecnico,Ingeniero,<1500,500,transferencia,2025-01-22,47,"Via Martin Ferrero, Málaga",2025-03-10,170892,Residencial SolE3,E,Ana Torres,0,1,Instagram,8,sin_respuesta,no,0,1,1,transferido,1
52,M,casado,2,universitario,Ingeniero,1500-3000,300,tarjeta,2025-08-06,60,"Callejón Raúl Garay, Navarra",2025-10-05,104191,Residencial SolA46,A,Luis Pérez,0,1,Página Web,45,tardio,sí,1,1,0,transferido,0
49,M,soltero,2,postgrado,Doctor,3000-5000,500,yape,2025-11-20,29,"Alameda Dorita Pera, Soria",2025-12-19,114457,Jardines del ValleJ39,J,Luis Pérez,1,1,Evento,44,rapido,no,1,0,0,transferido,0
53,M,soltero,2,tecnico,Arquitecto,>5000,200,efectivo,2025-08-25,50,"C. de José Ibañez, Melilla",2025-10-14,97186,Residencial SolE1,E,Ana Torres,0,1,Página Web,28,tardio,no,1,0,1,transferido,0
65,F,casado,1,universitario,Doctor,1500-3000,100,tarjeta,2025-04-21,8,"Cañada Rómulo Carbajo, Palencia",2025-04-29,51147,Jardines del ValleC2,C,María Gómez,1,1,Evento,27,sin_respuesta,no,1,0,1,transferido,0
27,F,soltero,4,secundaria,Comerciante,<1500,500,tarjeta,2025-07-22,14,"Rambla de Blas Hervás, Lugo",2025-08-05,188502,Jardines del ValleD6,D,María Gómez,0,1,Facebook,12,rapido,sí,1,0,1,transferido,0
58,F,conviviente,0,universitario,Contador,<1500,300,transferencia,2025-02-27,35,"Avenida Luz Robles, Huelva",2025-04-03,144087,Villa Los OlivosD4,D,Pedro Sánchez,0,1,Instagram,21,rapido,no,0,1,1,reservado,0
42,F,conviviente,2,universitario,Contador,1500-3000,500,tarjeta,2025-03-27,60,"Alameda de Encarnita Ortega, Teruel",2025-05-26,187957,Villa Los OlivosH14,H,Luis Pérez,0,2,Página Web,20,tardio,sí,0,0,1,transferido,0
34,M,casado,0,universitario,Arquitecto,<1500,200,yape,2025-04-06,15,"Pasadizo de Marc Castañeda, Segovia",2025-04-21,121955,Residencial SolB35,B,Juan Rojas,1,1,Instagram,33,sin_respuesta,no,1,0,0,transferido,0
48,F,conviviente,3,tecnico,Contador,<1500,200,transferencia,2025-11-15,28,"Acceso de Reyes Acosta, Cáceres",2025-12-13,70779,Jardines del ValleI22,I,Pedro Sánchez,1,1,Evento,8,sin_respuesta,no,0,0,0,transferido,1
61,F,soltero,3,secundaria,Contador,3000-5000,100,efectivo,2025-01-02,23,"Callejón de Blas Ledesma, Navarra",2025-01-25,129516,Villa Los OlivosA16,A,María Gómez,0,1,Evento,33,sin_respuesta,no,1,1,1,reservado,1
43,F,soltero,4,universitario,Comerciante,1500-3000,300,efectivo,2025-04-20,39,"Urbanización Augusto Abella, Cuenca",2025-05-29,57982,Residencial SolB44,B,María Gómez,0,3,Facebook,5,tardio,sí,1,0,0,transferido,0
27,M,soltero,3,tecnico,Abogado,1500-3000,400,transferencia,2025-10-17,29,"Callejón Febe Higueras, La Coruña",2025-11-15,144663,Villa Los OlivosE19,E,Juan Rojas,3,1,Referido,35,rapido,no,1,0,0,transferido,0
28,M,soltero,4,tecnico,Contador,3000-5000,300,efectivo,2025-04-18,26,"Cuesta Isaac Pellicer, Salamanca",2025-05-14,136438,Villa Los OlivosD24,D,Juan Rojas,0,0,Referido,13,rapido,no,1,1,0,reservado,0
61,M,divorciado,3,universitario,Abogado,3000-5000,300,transferencia,2025-04-25,20,"Alameda Paco Roura, Palencia",2025-05-15,83080,Residencial SolH32,H,Ana Torres,3,0,WhatsApp,4,rapido,no,0,0,0,reservado,1
55,F,soltero,3,secundaria,Comerciante,<1500,500,tarjeta,2025-09-10,52,"Ronda de Alicia Egea, Jaén",2025-11-01,66285,Jardines del ValleE48,E,Juan Rojas,0,0,Facebook,19,tardio,no,1,0,0,transferido,1
61,F,casado,3,universitario,Profesor,3000-5000,300,transferencia,2025-11-29,34,"Avenida Pastora Belda, Guipúzcoa",2026-01-02,164393,Residencial SolF39,F,Ana Torres,3,0,WhatsApp,14,rapido,sí,1,1,0,transferido,1
32,M,soltero,4,universitario,Abogado,3000-5000,400,yape,2025-08-28,8,"C. de Dionisio Gibert, Madrid",2025-09-05,140048,Jardines del ValleJ22,J,Luis Pérez,0,3,Evento,9,rapido,sí,1,0,1,transferido,0
49,F,casado,3,universitario,Ingeniero,<1500,300,efectivo,2025-06-04,16,"Pasaje de Agapito Carrera, Burgos",2025-06-20,178665,Residencial SolG29,G,Luis Pérez,1,1,Instagram,35,rapido,no,0,1,1,transferido,1
48,M,soltero,3,tecnico,Contador,3000-5000,100,transferencia,2025-02-18,38,"Paseo Sigfrido Sales, Girona",2025-03-28,77058,Residencial SolF13,F,María Gómez,2,1,Instagram,29,sin_respuesta,sí,1,0,1,reservado,1
60,M,casado,1,tecnico,Arquitecto,1500-3000,300,transferencia,2025-02-23,60,"Rambla Alberto Amigó, Ourense",2025-04-24,138135,Jardines del ValleF19,F,María Gómez,0,0,Página Web,11,rapido,no,0,1,1,reservado,0
38,F,conviviente,3,secundaria,Arquitecto,3000-5000,400,tarjeta,2025-01-05,39,"C. de Calixto Ordóñez, Melilla",2025-02-13,158727,Residencial SolC8,C,Juan Rojas,1,2,Referido,46,rapido,sí,0,0,0,transferido,0
